pub_date,abstract,lead_para,headline,doc_type,section_name,type_of_material,rank,web_url
2018-02-09,"Jennifer Salke, who championed shows like “This Is Us,” will succeed Roy Price, who was forced out in October after a sexual harassment allegation.","The NBC Entertainment executive Jennifer Salke was named the new head of Amazon Studios on Friday, ending a nearly four-month search that began when Roy Price was ousted after a sexual harassment allegation.",NBC Executive Takes Over Amazon Studios,article,Business Day,News,3,https://www.nytimes.com/2018/02/09/business/media/jennifer-salke-amazon.html
2018-02-15,The 73-year-old star of Jill Soloway’s Emmy-winning series will not return to the role that brought him late-career plaudits.,Jeffrey Tambor is officially no longer part of the “Transparent” cast.,Amazon Moves On Without ‘Transparent’ Actor Jeffrey Tambor,article,Business Day,News,7,https://www.nytimes.com/2018/02/15/business/media/transparent-jeffrey-tambor-sexual-harassment.html
2018-02-01,"Everyone likes to complain about our company-based system, but there have been real examples of innovation.","In the United States, most working-age people get their health insurance through work. It’s a weird, kludgy system, largely an artifact of history. Economists, politicians and workers alike complain that the setup is inefficient and maddening. ","Employer Health Insurance: Often-Hated, Sometimes Pioneering, and Now on Amazon’s Radar",article,The Upshot,News,4,https://www.nytimes.com/2018/02/01/upshot/employer-health-insurance-amazon-berkshire-hathaway.html
2018-11-26,"If 2018 feels volatile to stock investors, it may be a reflection of how placid 2017 was.",Get the DealBook newsletter to make sense of major business and policy headlines — and the power-brokers who shape them.__________,‘Sleepwalking’ Markets Woke Up This Year. That’s a Good Thing.,article,Business Day,News,3,https://www.nytimes.com/2018/11/26/business/dealbook/stock-market-volatility.html
2018-11-06,"Amazon defied expectations by splitting its second headquarters into two locations. For the internet company, it seems to be working out rather nicely.",SAN FRANCISCO — What a farce.,Was Amazon’s Headquarters Contest a Bait-and-Switch? Critics Say Yes,article,Technology,News,1,https://www.nytimes.com/2018/11/06/technology/amazon-hq2-long-island-city-virginia.html
2018-11-08,"Amazon appears to be leaning toward opening a new office in New York. Now word comes that Google, already a big employer in the city, may add on.",SAN FRANCISCO — Amazon may not be the only technology giant considering a big expansion in New York.,Google Is Said to Be Shopping for More Real Estate in New York,article,Technology,News,4,https://www.nytimes.com/2018/11/07/technology/google-expansion-new-york.html
2018-11-07,How the company and local officials flesh out plans for the new corporate presence will be crucial to the economic lift it produces.,"When Amazon announced plans to build a second headquarters somewhere in North America, it set off a competition for a sort of new-economy golden ticket, a chance for one city to become, almost overnight, a magnet for the high-paying jobs and entrepreneurial spark that are hallmarks of urban success in the 21st century.",Visions of a Tech Hub? Landing Amazon Is Just a Start,article,Business Day,News,3,https://www.nytimes.com/2018/11/06/business/economy/amazon-hq2-lic-virginia-economy.html
2018-11-13,Readers worry about how the two locations chosen might be changed for the worse by the arrival of the retailer. ,To the Editor:,Amazon’s HQ2 Plan Gets a Cool Reception ,article,Opinion,Letter,1,https://www.nytimes.com/2018/11/13/opinion/letters/amazon-hq2.html
2018-11-14,"Eager candidates offered name changes, helipads and even cactuses to entice the company into setting up shop. ","After 14 months of pitches, meetings and offers of incentives and name changes, Amazon announced on Tuesday that its second headquarters would be on two sites: one in Long Island City, Queens, and another in Arlington, Va. The company is also developing a smaller operations and logistics facility in Nashville. ",Amazon HQ2: How New York and Virginia Won the Beauty Contest ,article,Technology,News,1,https://www.nytimes.com/2018/11/14/technology/amazon-hq2-newyork-virginia-recap.html
2018-11-16,"The internet retailer took 14 months to decide on a second headquarters. Surprise! There will be two of them, and skeptics have plenty to chew on.","Each week, technology reporters and columnists from The New York Times review the week’s news, offering analysis and maybe a joke or two about the most important developments in the tech industry. Want this newsletter in your inbox? Sign up here.",The Week in Tech: Amazon Finally Makes an HQ2 Decision,article,Technology,News,1,https://www.nytimes.com/2018/11/16/technology/week-in-tech-amazon-hq2.html
2018-11-14,Is it O.K. to shop on Amazon for everything and still not want one of the world’s richest companies to invade Queens?,[What you need to know to start your day: Get New York Today in your inbox.],Amazon and the Urban Hypocrite,article,New York,News,1,https://www.nytimes.com/2018/11/14/nyregion/amazon-shoppers-headquarters-queens.html
2018-11-20,Subway leaders say the system is ready for Amazon’s new headquarters in Queens. But the city’s already struggling transportation network faces enormous challenges.,[What you need to know to start your day: Get New York Today in your inbox],Amazon Is Coming. Can New York’s Transit System Handle It?,article,New York,News,1,https://www.nytimes.com/2018/11/20/nyregion/amazon-new-york-subway-queens.html
2018-11-21,"New York’s not ready for Amazon’s HQ2, but here’s how the city can get there.","After a nationwide campaign, Amazon selected Long Island City in New York as one of two locations for expanding its headquarters. The company’s decisions about whom it hires and how quickly, and where those workers choose to live, will affect how much the expansion changes the city. Jenny Schuetz from the Brookings Institution and Elizabeth Goldstein from the Municipal Art Society offer two views on how to prepare.",Will Amazon Ruin or Revitalize New York City?,article,Opinion,Op-Ed,1,https://www.nytimes.com/2018/11/21/opinion/amazon-new-york-long-island-city.html
2018-10-10,Readers weigh in on the company’s minimum-pay increase.,To the Editor:,Earning More at Amazon (Maybe),article,Opinion,Letter,3,https://www.nytimes.com/2018/10/10/opinion/letters/amazon-pay.html
2018-10-25,"The company reported a net income of $2.9 billion in the third quarter, partly by being more efficient in its warehouses and data centers.","Amazon’s profits were hit or miss for its first couple of decades. But now, for the first time, they are starting to look consistent — with four consecutive quarters above $1 billion in profit.",Amazon Squeezes Out More Profit as Sales Growth Slows,article,Technology,News,1,https://www.nytimes.com/2018/10/25/technology/amazon-quarterly-earnings.html
2018-10-15,"It was a technological wonder — until the retail landscape changed and new innovation, and greedy owners, arrived.","The orders poured in from everywhere — 105,000 a day at one point — so much so that the company became an economic force. It could make or break suppliers by promoting their products. It could dictate terms on manufacturing. Its headquarters city boomed as this tech-driven retailer built huge warehouses and factories and attracted other businesses and rivals. State and local governments complained that the company was harming small-town retailers.",How Sears Was the Amazon of Its Day,article,Opinion,Editorial,8,https://www.nytimes.com/2018/10/15/opinion/sears-bankruptcy-amazon-retail-disruption.html
2018-10-30,The second series of the spy drama has gone down better in Germany than the first.,"BERLIN — When the spy series “Deutschland 83” had its premiere in 2015, it was portrayed as a breakthrough moment for German television. At that point, the country had yet to produce any prestige shows with an international following, unlike France and Denmark. The series, which followed a young East German soldier corralled into working as an undercover agent on the other side of the Iron Curtain, was the first German show to air on an American network, SundanceTV. In Britain it became the most-watched foreign-language drama ever.",‘Deutschland 83’ Was a Hit Abroad but a Flop at Home. What About ‘Deutschland 86’?,article,Arts,News,2,https://www.nytimes.com/2018/10/30/arts/television/deutschland-86-germany.html
2018-10-19,"The self-declared Grand Duchess Maria, a descendant of Russian royalty, took it upon herself to issue a bitter critique of the fictional Amazon series.","“The Romanoffs,” Amazon’s new drama series in which characters are descendants of Russia’s royal family, has not received the best reviews.",A Romanov Is Not Too Happy With ‘The Romanoffs’,article,Arts,News,3,https://www.nytimes.com/2018/10/19/arts/television/romanoffs-amazon-grand-duchess-maria.html
